tweet_id,retweet_count,favorite_count
825535076884762624,18443,54636
825147591692263424,4901,19192
825120256414846976,1367,0
825026590719483904,1367,6653
824796380199809024,5893,0
824775126675836928,3774,15691
824663926340194305,1857,10578
824325613288833024,11158,12371
824297048279236611,4153,15800
824025158776213504,631,5010
823939628516474880,2906,11166
823719002937630720,12047,0
823699002998870016,2588,13217
823581115634085888,2843,13678
823333489516937216,27,733
823322678127919110,4319,16529
823269594223824897,10585,0
822975315408461824,3699,18164
822872901745569793,47139,138917
822859134160621569,2458,13906
822647212903690241,6891,0
822610361945911296,3185,15534
822489057087389700,6892,19092
822462944365645825,15735,29845
822244816520155136,10585,36804
822163064745328640,5161,0
821886076407029760,2515,11916
821813639212650496,3599,0
821765923262631936,1784,8848
821522889702862852,1909,8441
821421320206483457,6026,0
821407182352777218,4671,12393
821153421864615936,10,266
821149554670182400,2167,9151
821107785811234820,2291,10081
821044531881721856,2466,13316
820837357901512704,7217,0
820749716845686786,10669,33176
820690176645140481,3467,12829
820494788566847489,608,0
820446719150292993,2782,0
820314633777061888,608,3509
820078625395449857,6773,20861
820013781606658049,1275,0
819952236453363712,1275,5598
819924195358416896,5208,13544
819711362133872643,3370,14166
819588359383371776,2122,10093
819347104292290561,1297,7603
819238181065359361,436,2412
819227688460238848,7217,24300
819015337530290176,39663,0
819015331746349057,20433,0
819006400881917954,20433,47596
819004803107983360,39663,91301
818646164899774465,22511,0
818627210458333184,8052,23383
818614493328580609,2782,10378
818588835076603904,6628,0
818536468981415936,2671,11497
818307523543449600,8773,0
818259473185828864,2465,11612
818145370475810820,2797,12940
817908911860748288,852,5108
817827839487737858,29346,54562
817777686764523521,2891,11292
817536400337801217,3281,12430
817502432452313088,3661,0
817423860136083457,16118,35971
817415592588222464,1039,5913
817181837579653120,9165,0
817171292965273600,2173,9216
817120970343411712,2826,12855
817056546584727552,1778,9046
816829038950027264,5084,0
816816676327063552,2190,10570
816697700272001025,2380,10340
816450570814898180,8773,32218
816336735214911488,2115,9075
816091915477250048,2331,9433
816062466425819140,1125,0
816014286006976512,5736,0
815990720817401858,1125,5271
815966073409433600,9165,23650
815745968457060357,4467,0
815736392542261248,2456,10396
815639385530101762,1774,8667
815390420867969024,4114,10934
814986499976527872,1386,8074
814638523311648768,2929,11893
814578408554463233,6268,0
814530161257443328,2006,9134
814153002265309185,9383,30398
813944609378369540,3450,0
813910438903693312,2027,9821
813812741911748608,15144,38446
813800681631023104,1897,8820
813217897535406080,7908,19732
813202720496779264,1951,9718
813187593374461952,4719,20978
813172488309972993,2071,9853
813157409116065792,2402,8203
813142292504645637,2553,8923
813130366689148928,481,4723
813127251579564032,3386,12535
813112105746448384,2978,10925
813096984823349248,3889,11144
813081950185472002,2996,10444
813066809284972545,2101,8419
813051746834595840,7940,22164
812781120811126785,2072,8029
812709060537683968,1543,7003
812503143955202048,1323,6417
812466873996607488,2092,8445
812372279581671427,3975,14473
811985624773361665,1522,7679
811744202451197953,1733,7984
811647686436880384,804,5913
811627233043480576,3375,13522
811386762094317568,6911,22121
810984652412424192,1555,5643
810896069567610880,1934,9580
810657578271330305,2868,11611
810284430598270976,12343,37446
810254108431155201,3627,15543
809920764300447744,4233,16390
809808892968534016,5301,0
809448704142938112,1587,7339
809220051211603969,6083,21099
809084759137812480,3807,14009
808838249661788160,3296,10709
808733504066486276,2350,8376
808501579447930884,2809,11941
808344865868283904,22511,45002
808134635716833280,6437,0
808106460588765185,2382,9272
808001312164028416,3839,13315
807621403335917568,3975,15420
807106840509214720,60311,125673
807059379405148160,7928,0
807010152071229440,4156,13819
806629075125202948,37729,79478
806620845233815552,5993,0
806576416489959424,2086,5146
806542213899489280,2557,10826
806242860592926720,12648,0
806219024703037440,1291,6810
805958939288408065,5838,0
805932879469572096,2074,8753
805826884734976000,1986,6974
805823200554876929,8717,0
805520635690676224,1786,6091
805487436403003392,2749,9295
805207613751304193,1846,8265
804738756058218496,4167,14540
804475857670639616,2181,6500
804413760345620481,3495,0
804026241225523202,17612,47224
803773340896923648,3003,10647
803692223237865472,8058,0
803638050916102144,4472,11629
803380650405482500,2012,8219
803321560782307329,5753,0
803276597545603072,2669,10625
802952499103731712,2178,9573
802624713319034886,3169,0
802600418706604034,1597,7537
802572683846291456,2709,9481
802323869084381190,6327,17205
802265048156610565,1483,7005
802239329049477120,2834,9609
802185808107208704,286,0
801958328846974976,1852,8181
801854953262350336,254,1870
801538201127157760,2223,8702
801285448605831168,901,6415
801167903437357056,6437,26004
801127390143516673,4291,0
801115127852503040,2267,8571
800859414831898624,103,732
800855607700029440,1769,0
800751577355128832,3005,11139
800513324630806528,3271,13934
800459316964663297,2339,10046
800443802682937345,4678,0
800388270626521089,3047,11823
800188575492947969,4285,0
800141422401830912,2782,16248
800018252395122689,14286,30092
799774291445383169,5073,0
799757965289017345,2348,8901
799422933579902976,2076,8543
799308762079035393,5980,0
799297110730567681,3004,10501
799063482566066176,2676,8559
798933969379225600,4853,13937
798925684722855936,1549,7903
798705661114773508,7158,0
798701998996647937,8451,0
798697898615730177,7047,0
798694562394996736,5376,0
798686750113755136,2515,0
798682547630837760,5113,0
798673117451325440,6015,0
798665375516884993,4232,0
798644042770751489,2007,0
798628517273620480,2130,0
798585098161549313,6192,0
798576900688019456,6346,0
798340744599797760,3640,0
798209839306514432,2771,11010
797971864723324932,3413,12355
797545162159308800,5265,15403
797236660651966464,7211,21189
797165961484890113,29,245
796904159865868288,9640,0
796865951799083009,2066,8138
796759840936919040,3311,12585
796563435802726400,7924,0
796484825502875648,1913,8036
796387464403357696,4522,11677
796177847564038144,15533,0
796149749086875649,15533,34285
796125600683540480,1939,5249
796116448414461957,2622,9667
796080075804475393,2511,8985
796031486298386433,3990,11494
795464331001561088,25863,52785
795400264262053889,3118,10710
795076730285391872,5893,17222
794983741416415232,3662,0
794926597468000259,2500,10905
794355576146903043,11172,0
794332329137291264,2884,10166
794205286408003585,3592,9774
793962221541933056,5301,17837
793845145112371200,2034,9779
793614319594401792,3382,0
793601777308463104,1767,8465
793500921481273345,2580,11349
793286476301799424,9981,26094
793271401113350145,2578,9186
793256262322548741,9053,21198
793241302385262592,3555,11156
793226087023144960,3108,10442
793210959003287553,3046,9477
793195938047070209,6110,16211
793180763617361921,2163,7359
793165685325201412,3019,9998
793150605191548928,1845,6549
793135492858580992,2710,6859
793120401413079041,4243,13469
792913359805018113,4358,15219
792883833364439040,4641,11999
792773781206999040,1822,7792
792394556390137856,4657,14272
792050063153438720,1959,7614
791821351946420224,22813,0
791784077045166082,10434,0
791780927877898241,4135,0
791774931465953280,24098,47854
791672322847637504,3382,12452
791406955684368384,4467,13905
791312159183634433,2755,9322
791026214425268224,4457,0
790987426131050500,2314,10469
790946055508652032,5084,17638
790723298204217344,2509,0
790698755171364864,2076,8692
790581949425475584,7798,21930
790337589677002753,2021,8290
790277117346975746,3450,13315
790227638568808452,3873,0
789986466051088384,2509,9796
789960241177853952,4477,0
789903600034189313,4476,11012
789628658055020548,1932,7962
789599242079838210,2100,7168
789530877013393408,3662,12463
789314372632018944,2504,9129
789280767834746880,5362,0
789268448748703744,2808,9666
789137962068021249,3037,10287
788908386943430656,13427,29047
788765914992902144,11172,29083
788552643979468800,7802,0
788412144018661376,5738,16502
788178268662984705,2298,7654
788150585577050112,1414,6510
788070120937619456,3708,0
788039637453406209,1434,6509
787810552592695296,3312,9180
787717603741622272,3019,10831
787397959788929025,3074,11503
787322443945877504,1897,8249
787111942498508800,7295,0
786963064373534720,8645,28168
786729988674449408,2600,0
786709082849828864,6597,19246
786664955043049472,2768,11280
786595970293370880,3357,9971
786363235746385920,3789,11533
786286427768250368,3099,8423
786233965241827333,5161,16189
786051337297522688,166,1517
786036967502913536,7639,0
785927819176054784,3425,12019
785872687017132033,1969,7070
785639753186217984,2400,8266
785533386513321988,2168,9624
785515384317313025,1358,6448
785264754247995392,1761,7684
785170936622350336,5252,12773
784826020293709826,3495,10724
784517518371221505,2743,9469
784431430411685888,1386,6030
784183165795655680,8717,21272
784057939640352768,12047,31579
783839966405230592,11683,31761
783821107061198850,2113,7769
783695101801398276,3489,11037
783466772167098368,2430,8943
783391753726550016,5948,17830
783347506784731136,6048,0
783334639985389568,12648,30871
783085703974514689,2397,8598
782969140009107456,7928,25490
782747134529531904,1507,7896
782722598790725632,5838,18268
782598640137187329,2022,8238
782305867769217024,6026,17596
782021823840026624,6724,0
781955203444699136,3632,11741
781661882474196992,2924,11028
781655249211752448,1207,4216
781524693396357120,5993,21920
781308096455073793,2746,7516
781251288990355457,2259,8903
781163403222056960,2952,10324
780931614150983680,7924,22860
780858289093574656,2159,7596
780800785462489090,1404,5805
780601303617732608,3599,12760
780543529827336192,1862,6652
780496263422808064,3993,0
780476555013349377,125,0
780459368902959104,1153,5588
780192070812196864,2412,9191
780092040432480260,2479,0
780074436359819264,5386,12905
779834332596887552,7639,20012
779377524342161408,3360,9315
779124354206535695,19854,0
779123168116150273,3939,12447
779056095788752897,4875,15612
778990705243029504,7821,21089
778774459159379968,10738,0
778764940568104960,394,909
778748913645780993,1430,7272
778650543019483137,1616,6084
778624900596654080,1087,4905
778408200802557953,4689,14398
778396591732486144,13183,0
778383385161035776,1196,6171
778286810187399168,3553,10953
778039087836069888,2828,8923
778027034220126208,1746,6906
777953400541634568,3799,0
777885040357281792,1773,6714
777684233540206592,3169,11840
777641927919427584,4571,0
777621514455814149,2681,9241
777189768882946048,4653,15107
776819012571455488,14822,0
776813020089548800,1304,5145
776477788987613185,3005,9311
776249906839351296,9842,0
776218204058357768,17196,31597
776201521193218049,2712,10123
776113305656188928,4678,12383
776088319444877312,162,1928
775898661951791106,17697,0
775842724423557120,2875,12334
775733305207554048,4291,14584
775729183532220416,4913,13605
775364825476165632,3197,7823
775350846108426240,4191,10700
775085132600442880,5073,16369
774757898236878852,1901,9002
774639387460112384,1854,7084
774314403806253056,5980,22935
773985732834758656,4163,11302
773922284943896577,1858,6740
773704687002451968,1742,6959
773670353721753600,1394,5603
773547596996571136,6628,23262
773336787167145985,5462,0
773308824254029826,8017,24467
773247561583001600,3458,9908
773191612633579521,4412,10512
772877495989305348,4156,9015
772826264096874500,2512,8430
772615324260794368,3618,0
772581559778025472,1813,6827
772193107915964416,1491,6343
772152991789019136,1199,3981
772117678702071809,790,3954
772114945936949249,504,2859
772102971039580160,996,4216
771908950375665664,2036,6913
771770456517009408,3640,12623
771500966810099713,2817,8701
771380798096281600,5462,11048
771171053431250945,8108,0
771136648247640064,3142,9642
771102124360998913,1546,6571
771014301343748096,1769,7213
771004394259247104,234,0
770787852854652928,1299,5202
770772759874076672,1512,5462
770655142660169732,1869,7708
770414278348247044,2218,6608
770293558247038976,1599,6550
770093767776997377,3259,0
770069151037685760,2457,7954
769940425801170949,10329,33008
769695466921623552,1770,6717
769335591808995329,8236,0
769212283578875904,1835,5681
768970937022709760,7009,15147
768909767477751808,2880,0
768855141948723200,954,4410
768609597686943744,1293,4326
768596291618299904,1368,5274
768554158521745409,6240,0
768473857036525572,3666,14313
768193404517830656,3799,11459
767884188863397888,1499,4986
767754930266464257,5753,16832
767500508068192258,2499,7858
767191397493538821,4069,12884
767122157629476866,3047,10636
766864461642756096,6037,0
766793450729734144,1453,5335
766714921925144576,413,2731
766693177336135680,846,4232
766423258543644672,1706,6323
766313316352462849,2018,7126
766078092750233600,2780,0
766069199026450432,915,4472
766008592277377025,528,3933
765719909049503744,2294,7601
765669560888528897,1301,5461
765395769549590528,3634,27764
765371061932261376,2312,7444
765222098633691136,3618,12185
764857477905154048,1899,6752
764259802650378240,1620,6344
763956972077010945,58,782
763837565564780549,4457,13226
763183847194451968,1572,5664
763167063695355904,3224,0
763103485927849985,2448,7716
762699858130116608,3873,12756
762471784394268675,6911,11814
762464539388485633,4477,10804
762316489655476224,1202,5049
762035686371364864,16699,33500
761976711479193600,2160,5666
761750502866649088,4201,0
761745352076779520,921,4461
761672994376806400,31045,51960
761599872357261312,1257,4333
761371037149827077,19208,0
761334018830917632,1549,5451
761292947749015552,1171,4679
761227390836215808,1662,5569
761004547850530816,3708,11859
760893934457552897,1037,4001
760656994973933572,2054,6930
760641137271070720,1378,5204
760539183865880579,3885,7935
760521673607086080,1492,4428
760290219849637889,12264,28097
760252756032651264,925,4126
760190180481531904,1934,5969
760153949710192640,33,0
759943073749200896,2230,6220
759923798737051648,6037,15360
759846353224826880,2117,7027
759793422261743616,2028,6243
759566828574212096,22566,0
759557299618865152,1252,4918
759447681597108224,2600,8892
759446261539934208,517,1751
759197388317847553,2077,6340
759159934323924993,1236,0
759099523532779520,4448,15206
759047813560868866,2159,6813
758854675097526272,955,3722
758740312047005698,1716,5992
758474966123810816,1058,4005
758467244762497024,2371,5022
758405701903519748,2056,5438
758355060040593408,1157,3584
758099635764359168,10738,20070
758041019896193024,399,2832
757741869644341248,3466,7211
757729163776290825,8651,0
757725642876129280,1295,4744
757611664640446465,1189,4787
757597904299253760,312,0
757596066325864448,1127,4539
757400162377592832,7300,15831
757393109802180609,1862,6097
757354760399941633,1519,4722
756998049151549440,2123,6571
756939218950160384,2143,6954
756651752796094464,1393,5298
756526248105566208,3850,10872
756303284449767430,1158,4123
756288534030475264,18596,44824
756275833623502848,1618,6711
755955933503782912,3083,7666
755206590534418437,5746,17198
755110668769038337,11818,22194
754874841593970688,8530,0
754856583969079297,2689,7182
754747087846248448,553,2697
754482103782404096,2081,5537
754449512966619136,778,3915
754120377874386944,2484,8200
753655901052166144,2318,6115
753420520834629632,3804,8291
753398408988139520,2046,6029
753375668877008896,2479,7979
753298634498793472,6132,0
753294487569522689,1114,3544
753039830821511168,22302,38813
753026973505581056,1041,4079
752932432744185856,7295,13199
752917284578922496,1676,7210
752701944171524096,3080,0
752682090207055872,1711,6250
752660715232722944,1672,4603
752568224206688256,2429,5767
752519690950500352,3677,7698
752334515931054080,1175,3986
752309394570878976,17798,0
752173152931807232,1959,6216
751950017322246144,990,3214
751937170840121344,1435,5440
751830394383790080,2078,6053
751793661361422336,3094,6107
751598357617971201,3238,8245
751583847268179968,1180,4591
751538714308972544,1348,5260
751456908746354688,1068,3351
751251247299190784,6248,13039
751205363882532864,1953,6579
751132876104687617,1383,5292
750868782890057730,1472,4990
750719632563142656,5362,13779
750506206503038976,1216,4638
750429297815552001,4571,13750
750383411068534784,1212,4750
750381685133418496,30,722
750147208377409536,1022,3244
750132105863102464,1361,3799
750117059602808832,1379,4519
750101899009982464,897,3172
750086836815486976,573,2270
750071704093859840,3555,8207
750056684286914561,952,3283
750041628174217216,657,3314
750026558547456000,837,2825
750011400160841729,966,3392
749996283729883136,859,3175
749981277374128128,2606,5324
749774190421639168,1393,4861
749417653287129088,1765,6364
749403093750648834,577,2741
749395845976588288,3680,8963
749317047558017024,2351,5719
749075273010798592,2198,5996
749064354620928000,1610,4991
749036806121881602,830,3239
748977405889503236,3612,11185
748932637671223296,2401,6085
748705597323898880,1003,2880
748699167502000129,1693,4927
748692773788876800,1409,4416
748575535303884801,2098,6318
748568946752774144,711,2279
748346686624440324,1312,5438
748337862848962560,4369,7988
748324050481647620,809,3853
748307329658011649,754,3819
748220828303695873,8265,14732
747963614829678593,2267,6011
747933425676525569,2705,6891
747885874273214464,1043,3067
747844099428986880,793,2928
747816857231626240,1229,5037
747651430853525504,163,1441
747648653817413632,6191,13420
747600769478692864,583,2416
747594051852075008,1114,3843
747512671126323200,1680,5760
747461612269887489,1089,4020
747439450712596480,2040,5639
747242308580548608,3041,0
747219827526344708,1670,5504
747204161125646336,974,3515
747103485104099331,4227,9966
746906459439529985,312,3000
746872823977771008,2276,6239
746818907684614144,1827,5517
746790600704425984,1681,5069
746757706116112384,4135,9946
746726898085036033,1892,6276
746542875601690625,1983,5236
746521445350707200,1038,0
746507379341139972,1144,4821
746369468511756288,1739,6416
746131877086527488,2333,7184
746056683365994496,860,3682
745789745784041472,1127,4180
745712589599014916,2457,7257
745433870967832576,2682,7367
745422732645535745,2562,8919
745314880350101504,2934,7459
745074613265149952,3728,8134
745057283344719872,2408,7515
744995568523612160,655,3085
744971049620602880,2849,8184
744709971296780288,1645,5815
744334592493166593,2252,7034
744234799360020481,82693,162553
744223424764059648,389,1748
743980027717509120,1149,4317
743895849529389061,1011,3777
743835915802583040,2197,0
743609206067040256,1451,4650
743595368194129920,6928,19143
743545585370791937,985,3653
743510151680958465,3915,8214
743253157753532416,1288,4383
743222593470234624,2001,6429
743210557239623680,1441,3993
742534281772302336,3749,7316
742528092657332225,2102,4591
742465774154047488,4113,7528
742423170473463808,3993,10191
742385895052087300,2095,7064
742161199639494656,1450,4508
742150209887731712,1642,5328
741793263812808706,1585,4723
741743634094141440,2914,8487
741438259667034112,875,3808
741303864243200000,3398,9094
741099773336379392,5852,10397
741067306818797568,3259,9809
740995100998766593,2922,6614
740711788199743490,985,3535
740699697422163968,823,2941
740676976021798912,7158,18822
740373189193256964,14022,36109
740365076218183684,454,2565
740359016048689152,900,3423
740214038584557568,2072,6928
739979191639244800,6240,20698
739932936087216128,1134,4202
739844404073074688,898,3930
739623569819336705,1432,3932
739606147276148736,1743,5573
739544079319588864,22566,41093
739485634323156992,3088,7435
739238157791694849,61218,120148
738891149612572673,6,111
738885046782832640,1203,3908
738883359779196928,854,3453
738537504001953792,1637,5281
738402415918125056,885,3365
738184450748633089,1264,4471
738166403467907072,3582,9110
738156290900254721,687,2619
737826014890496000,1853,5465
737800304142471168,3640,10349
737678689543020544,1397,5215
737445876994609152,4695,10646
737322739594330112,852,3736
737310737551491075,7821,15212
736736130620620800,1826,4456
736392552031657984,7802,18363
736365877722001409,1317,4126
736225175608430592,2914,8418
736010884653420544,3131,8160
735991953473572864,1210,3727
735648611367784448,1156,4140
735635087207878657,2470,6400
735274964362878976,5341,13478
735256018284875776,932,3454
735137028879360001,1017,3232
734912297295085568,545,2837
734787690684657664,6631,13008
734776360183431168,570,2600
734559631394082816,416,1542
733828123016450049,818,3704
